,Content ID,Reactions Type,Datetime,Content Type,Category,Sentiment,Score,content_month
77,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,2020-08-01,photo,HEALTHYEATING,negative,5,August
78,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,2020-11-23,photo,HEALTHYEATING,negative,10,November
79,230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,2020-12-11,photo,HEALTHYEATING,negative,15,December
80,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,2021-04-23,photo,HEALTHYEATING,negative,10,April
81,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,2020-11-13,photo,HEALTHYEATING,positive,70,November
82,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2021-06-09,photo,HEALTHYEATING,positive,30,June
83,230c4e4d-70c3-461d-b42c-ec09396efb3f,love,2020-10-29,photo,HEALTHYEATING,positive,65,October
84,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,2021-05-14,photo,HEALTHYEATING,positive,60,May
85,230c4e4d-70c3-461d-b42c-ec09396efb3f,disgust,2020-08-04,photo,HEALTHYEATING,negative,0,August
86,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-08-07,photo,HEALTHYEATING,positive,72,August
87,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-10-23,photo,HEALTHYEATING,positive,72,October
88,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,2020-11-14,photo,HEALTHYEATING,positive,72,November
89,230c4e4d-70c3-461d-b42c-ec09396efb3f,worried,2020-08-04,photo,HEALTHYEATING,negative,12,August
90,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,2020-11-12,photo,HEALTHYEATING,positive,30,November
91,356fff80-da4d-4785-9f43-bc1261031dc6,worried,2021-04-03,photo,TECHNOLOGY,negative,12,April
92,356fff80-da4d-4785-9f43-bc1261031dc6,want,2020-09-27,photo,TECHNOLOGY,positive,70,September
93,356fff80-da4d-4785-9f43-bc1261031dc6,heart,2020-10-27,photo,TECHNOLOGY,positive,60,October
94,356fff80-da4d-4785-9f43-bc1261031dc6,scared,2020-10-15,photo,TECHNOLOGY,negative,15,October
95,356fff80-da4d-4785-9f43-bc1261031dc6,heart,2021-05-07,photo,TECHNOLOGY,positive,60,May
96,356fff80-da4d-4785-9f43-bc1261031dc6,hate,2020-09-16,photo,TECHNOLOGY,negative,5,September
97,356fff80-da4d-4785-9f43-bc1261031dc6,indifferent,2020-10-29,photo,TECHNOLOGY,neutral,20,October
98,01ab84dd-6364-4236-abbb-3f237db77180,scared,2021-05-24,video,FOOD,negative,15,May
99,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,2021-02-25,GIF,COOKING,positive,30,February
100,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,hate,2021-05-02,GIF,COOKING,negative,5,May
101,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,want,2021-01-28,GIF,COOKING,positive,70,January
102,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,2021-02-15,GIF,COOKING,neutral,35,February
103,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,2020-11-04,GIF,COOKING,negative,10,November
104,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,love,2020-06-23,GIF,COOKING,positive,65,June
105,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,2021-02-16,GIF,COOKING,positive,70,February
106,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,2021-01-03,GIF,COOKING,positive,30,January
107,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,2020-11-25,GIF,COOKING,positive,72,November
108,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,2020-12-03,GIF,COOKING,positive,50,December
109,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,2021-05-22,GIF,COOKING,positive,50,May
110,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,2021-01-18,GIF,COOKING,positive,70,January
111,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,2021-01-06,GIF,COOKING,neutral,20,January
112,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,2021-05-14,GIF,COOKING,positive,72,May
113,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,worried,2021-05-27,GIF,COOKING,negative,12,May
114,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,2020-07-21,GIF,COOKING,neutral,35,July
115,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,2021-05-26,GIF,COOKING,negative,10,May
116,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,2021-02-25,GIF,COOKING,negative,10,February
117,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,intrigued,2020-12-07,GIF,COOKING,positive,45,December
118,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,2020-10-24,GIF,COOKING,neutral,20,October
119,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,2020-09-01,GIF,COOKING,neutral,35,September
120,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,2021-05-10,GIF,COOKING,positive,72,May
121,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,2021-02-12,video,ANIMALS,positive,70,February
122,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-04-28,video,ANIMALS,positive,60,April
123,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,2021-01-24,video,ANIMALS,positive,45,January
124,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2021-03-18,video,ANIMALS,negative,12,March
125,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-01-14,video,ANIMALS,negative,0,January
126,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-12-23,video,ANIMALS,positive,60,December
127,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2021-05-21,video,ANIMALS,negative,5,May
128,3f8590c7-6ab2-4973-805a-90cdec355f05,like,2021-03-28,video,ANIMALS,positive,50,March
129,3f8590c7-6ab2-4973-805a-90cdec355f05,peeking,2020-09-16,video,ANIMALS,neutral,35,September
130,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,2020-11-08,video,ANIMALS,neutral,20,November
131,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-03-06,video,ANIMALS,positive,60,March
132,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-01-13,video,ANIMALS,negative,0,January
133,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2020-09-06,video,ANIMALS,positive,70,September
134,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-06-24,video,ANIMALS,positive,30,June
135,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2021-02-07,video,ANIMALS,negative,5,February
136,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,2021-01-21,video,ANIMALS,positive,45,January
137,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,2021-02-27,video,ANIMALS,negative,10,February
138,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2020-08-22,video,ANIMALS,negative,12,August
139,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,2020-08-03,video,ANIMALS,positive,70,August
140,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2020-08-02,video,ANIMALS,negative,15,August
141,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2021-06-04,video,ANIMALS,positive,70,June
142,3f8590c7-6ab2-4973-805a-90cdec355f05,super love,2020-10-21,video,ANIMALS,positive,75,October
143,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,2020-12-26,video,ANIMALS,negative,10,December
144,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2021-03-02,video,ANIMALS,negative,15,March
145,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,2021-03-31,video,ANIMALS,neutral,20,March
146,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2021-06-14,video,ANIMALS,positive,30,June
147,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2020-12-27,video,ANIMALS,negative,15,December
148,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2021-02-11,video,ANIMALS,negative,15,February
149,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-12-07,video,ANIMALS,positive,30,December
150,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-12-28,video,ANIMALS,positive,30,December
151,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-10-26,video,ANIMALS,positive,30,October
152,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,2020-09-26,video,ANIMALS,negative,12,September
153,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2020-11-25,video,ANIMALS,negative,15,November
154,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-07-11,video,ANIMALS,positive,60,July
155,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2021-03-19,video,ANIMALS,positive,60,March
156,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,2020-10-11,video,ANIMALS,positive,30,October
157,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,2020-11-02,video,ANIMALS,positive,60,November
158,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2020-10-01,video,ANIMALS,positive,70,October
159,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2021-02-11,video,ANIMALS,negative,0,February
160,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2021-02-07,video,ANIMALS,positive,70,February
161,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2020-10-17,video,ANIMALS,negative,5,October
162,3f8590c7-6ab2-4973-805a-90cdec355f05,like,2020-08-09,video,ANIMALS,positive,50,August
163,3f8590c7-6ab2-4973-805a-90cdec355f05,love,2021-02-01,video,ANIMALS,positive,65,February
164,3f8590c7-6ab2-4973-805a-90cdec355f05,adore,2021-01-30,video,ANIMALS,positive,72,January
165,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,want,2021-03-31,video,TECHNOLOGY,positive,70,March
166,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,super love,2021-02-05,video,TECHNOLOGY,positive,75,February
167,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,heart,2021-02-19,video,TECHNOLOGY,positive,60,February
168,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,worried,2020-07-25,video,TECHNOLOGY,negative,12,July
169,0bedca96-fb76-4287-a83c-17330ed39cce,adore,2020-07-13,photo,SOCCER,positive,72,July
170,0bedca96-fb76-4287-a83c-17330ed39cce,indifferent,2021-01-13,photo,SOCCER,neutral,20,January
171,0bedca96-fb76-4287-a83c-17330ed39cce,worried,2021-01-02,photo,SOCCER,negative,12,January
172,0bedca96-fb76-4287-a83c-17330ed39cce,intrigued,2020-11-26,photo,SOCCER,positive,45,November
173,0bedca96-fb76-4287-a83c-17330ed39cce,want,2020-08-25,photo,SOCCER,positive,70,August
174,0bedca96-fb76-4287-a83c-17330ed39cce,hate,2021-02-01,photo,SOCCER,negative,5,February
175,0bedca96-fb76-4287-a83c-17330ed39cce,love,2021-06-04,photo,SOCCER,positive,65,June
176,0bedca96-fb76-4287-a83c-17330ed39cce,adore,2020-08-19,photo,SOCCER,positive,72,August
177,0bedca96-fb76-4287-a83c-17330ed39cce,cherish,2021-04-22,photo,SOCCER,positive,70,April
178,0bedca96-fb76-4287-a83c-17330ed39cce,super love,2020-06-26,photo,SOCCER,positive,75,June
179,0bedca96-fb76-4287-a83c-17330ed39cce,like,2020-08-15,photo,SOCCER,positive,50,August
180,0bedca96-fb76-4287-a83c-17330ed39cce,love,2020-11-26,photo,SOCCER,positive,65,November
181,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,2021-04-14,photo,PUBLICSPEAKING,positive,70,April
182,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,2020-07-21,photo,PUBLICSPEAKING,neutral,20,July
183,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,2021-03-29,photo,PUBLICSPEAKING,negative,10,March
184,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,2021-05-20,photo,PUBLICSPEAKING,positive,70,May
185,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2020-11-02,photo,PUBLICSPEAKING,positive,50,November
186,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,2020-10-24,photo,PUBLICSPEAKING,neutral,20,October
187,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-09-07,photo,PUBLICSPEAKING,positive,60,September
188,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-03-04,photo,PUBLICSPEAKING,negative,15,March
189,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,2021-01-07,photo,PUBLICSPEAKING,positive,72,January
190,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,2020-07-06,photo,PUBLICSPEAKING,neutral,35,July
191,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2021-03-27,photo,PUBLICSPEAKING,positive,50,March
192,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,2020-11-21,photo,PUBLICSPEAKING,positive,45,November
193,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,2020-08-22,photo,PUBLICSPEAKING,positive,70,August
194,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,2021-06-14,photo,PUBLICSPEAKING,neutral,35,June
195,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,2020-07-15,photo,PUBLICSPEAKING,negative,12,July
196,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,2021-03-21,photo,PUBLICSPEAKING,positive,45,March
197,b18cb63f-4c8e-44ee-a47f-541e95191d11,super love,2021-04-07,photo,PUBLICSPEAKING,positive,75,April
198,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,2021-04-24,photo,PUBLICSPEAKING,positive,70,April
199,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-09-30,photo,PUBLICSPEAKING,positive,60,September
200,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-07-19,photo,PUBLICSPEAKING,positive,60,July
201,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-01-21,photo,PUBLICSPEAKING,negative,15,January
202,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-01-31,photo,PUBLICSPEAKING,negative,15,January
203,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,2020-12-24,photo,PUBLICSPEAKING,negative,5,December
204,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,2021-05-27,photo,PUBLICSPEAKING,negative,0,May
205,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,2021-02-13,photo,PUBLICSPEAKING,negative,0,February
206,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,2020-07-14,photo,PUBLICSPEAKING,positive,72,July
207,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,2020-07-15,photo,PUBLICSPEAKING,negative,10,July
208,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2020-10-08,photo,PUBLICSPEAKING,positive,50,October
209,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,2020-11-12,photo,PUBLICSPEAKING,positive,60,November
210,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,2021-02-21,photo,PUBLICSPEAKING,positive,70,February
211,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,2020-07-09,photo,PUBLICSPEAKING,positive,45,July
212,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,2020-06-26,photo,PUBLICSPEAKING,positive,72,June
213,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,2020-11-20,photo,PUBLICSPEAKING,negative,12,November
214,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,2021-05-29,photo,PUBLICSPEAKING,positive,50,May
215,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,2021-02-22,photo,PUBLICSPEAKING,neutral,20,February
216,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-01-07,photo,PUBLICSPEAKING,negative,15,January
217,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,2020-10-01,photo,PUBLICSPEAKING,positive,72,October
218,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,2020-11-21,photo,PUBLICSPEAKING,negative,5,November
219,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2021-04-15,photo,PUBLICSPEAKING,negative,15,April
220,b18cb63f-4c8e-44ee-a47f-541e95191d11,love,2020-06-30,photo,PUBLICSPEAKING,positive,65,June
221,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,2020-12-01,photo,PUBLICSPEAKING,positive,70,December
222,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,2020-11-07,photo,PUBLICSPEAKING,negative,15,November
223,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,2020-06-30,GIF,SCIENCE,positive,75,June
224,5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,2020-08-04,GIF,SCIENCE,positive,60,August
225,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,2020-07-28,GIF,SCIENCE,positive,45,July
226,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,2020-10-25,GIF,SCIENCE,positive,75,October
227,5118e9c5-1377-4cc5-a486-65b35b7b7b76,worried,2020-07-05,GIF,SCIENCE,negative,12,July
228,5118e9c5-1377-4cc5-a486-65b35b7b7b76,cherish,2021-04-28,GIF,SCIENCE,positive,70,April
229,5118e9c5-1377-4cc5-a486-65b35b7b7b76,indifferent,2021-01-31,GIF,SCIENCE,neutral,20,January
230,5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore,2020-08-29,GIF,SCIENCE,positive,72,August
231,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,2020-10-15,GIF,SCIENCE,positive,45,October
232,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,2020-08-02,GIF,SCIENCE,positive,65,August
233,5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,2020-10-31,GIF,SCIENCE,negative,15,October
234,5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,2020-10-12,GIF,SCIENCE,positive,60,October
235,5118e9c5-1377-4cc5-a486-65b35b7b7b76,want,2020-12-12,GIF,SCIENCE,positive,70,December
236,5118e9c5-1377-4cc5-a486-65b35b7b7b76,like,2021-01-09,GIF,SCIENCE,positive,50,January
237,5118e9c5-1377-4cc5-a486-65b35b7b7b76,hate,2020-08-23,GIF,SCIENCE,negative,5,August
238,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,2020-12-22,GIF,SCIENCE,positive,65,December
239,5118e9c5-1377-4cc5-a486-65b35b7b7b76,disgust,2020-11-07,GIF,SCIENCE,negative,0,November
240,5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore,2021-04-17,GIF,SCIENCE,positive,72,April
241,5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,2021-04-21,GIF,SCIENCE,negative,15,April
